,Tag Combination,Count
280,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Lime', 'ingredients mentioned in the flavor names_mapped_clean_Ranch', 'ingredients mentioned in the flavor names_mapped_clean_Sweet Chili', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Triangular', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Spicy', 'taste profile_mapped_clean_Tangy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Tortilla', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Perfect for dipping')",1
271,"('explicitly claimed health or lifestyle benefits_mapped_clean_Filling', 'explicitly claimed health or lifestyle benefits_mapped_clean_Nutritious', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'ingredients mentioned in the flavor names_mapped_clean_Ranch', 'ingredients mentioned in the flavor names_mapped_clean_Salt', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Savory', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Popped')",1
265,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Onion', 'ingredients mentioned in the flavor names_mapped_clean_Sour Cream', 'ingredients mentioned in the flavor names_mapped_clean_Tomatoes', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Savory', 'taste profile_mapped_clean_Spicy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Potato')",1
266,"('ingredients mentioned in the flavor names_mapped_clean_Bacon', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'ingredients mentioned in the flavor names_mapped_clean_Onion', 'ingredients mentioned in the flavor names_mapped_clean_Sour Cream', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Savory', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Potato')",1
267,"('ingredients mentioned in the flavor names_mapped_clean_BBQ', 'ingredients mentioned in the flavor names_mapped_clean_Sweet Chili', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'preparation or cooking method_mapped_clean_Kettle Cooked', 'taste profile_mapped_clean_Savory', 'taste profile_mapped_clean_Smoky', 'taste profile_mapped_clean_Sweet', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips')",1
268,"('ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'ingredients mentioned in the flavor names_mapped_clean_Sour Cream', 'ingredients mentioned in the flavor names_mapped_clean_Vinegar', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'preparation or cooking method_mapped_clean_Kettle Cooked', 'shapes mentioned_mapped_clean_Thins', 'taste profile_mapped_clean_Buttery', 'taste profile_mapped_clean_Salty', 'taste profile_mapped_clean_Spicy', 'taste profile_mapped_clean_Sweet', 'taste profile_mapped_clean_Tangy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Potato')",1
269,"('explicitly claimed health or lifestyle benefits_mapped_clean_Nutritious', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Salt', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_Product Mix', 'shapes mentioned_mapped_clean_Rings', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Salty', 'taste profile_mapped_clean_Savory', 'taste profile_mapped_clean_Sweet', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Corn', 'types of snack does it describe_mapped_clean_Nuts', 'types of snack does it describe_mapped_clean_Popped', 'types of snack does it describe_mapped_clean_Puffs', 'types of snack does it describe_mapped_clean_Seeds', 'types of snack does it describe_mapped_clean_Snack Mix, Trail Mix', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Grazing')",1
270,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Salt', 'ingredients mentioned in the flavor names_mapped_clean_Sweet Chili', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'preparation or cooking method_mapped_clean_Popped', 'shapes mentioned_mapped_clean_Rings', 'taste profile_mapped_clean_Savory', 'textures described_mapped_clean_Crispy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Corn', 'types of snack does it describe_mapped_clean_Popped', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Defeat hunger', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Grazing')",1
272,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Garlic', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'ingredients mentioned in the flavor names_mapped_clean_Salt', 'ingredients mentioned in the flavor names_mapped_clean_Sour Cream', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Sticks', 'taste profile_mapped_clean_Savory', 'textures described_mapped_clean_Crispy', 'types of snack does it describe_mapped_clean_Potato', 'types of snack does it describe_mapped_clean_Puffs', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Grazing')",1
279,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Lime', 'ingredients mentioned in the flavor names_mapped_clean_Ranch', 'ingredients mentioned in the flavor names_mapped_clean_Sweet Chili', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Twisted', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Spicy', 'taste profile_mapped_clean_Tangy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Tortilla', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Perfect for dipping')",1
273,"('ingredients mentioned in the flavor names_mapped_clean_Barbecue', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Sweet Chili', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Sticks', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Corn', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Grazing')",1
274,"('ingredients mentioned in the flavor names_mapped_clean_BBQ', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Jalapeno', 'ingredients mentioned in the flavor names_mapped_clean_Ranch', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Smoky', 'taste profile_mapped_clean_Spicy', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Corn')",1
275,"('cuisines of origin_mapped_clean_Mexican', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Garlic', 'ingredients mentioned in the flavor names_mapped_clean_Lime', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Savory', 'taste profile_mapped_clean_Spicy', 'taste profile_mapped_clean_Tangy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Corn')",1
276,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Jalapeno', 'ingredients mentioned in the flavor names_mapped_clean_Lime', 'ingredients mentioned in the flavor names_mapped_clean_Ranch', 'ingredients mentioned in the flavor names_mapped_clean_Sweet Chili', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Spicy', 'taste profile_mapped_clean_Tangy', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Tortilla')",1
277,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'preparation or cooking method_mapped_clean_Charred', 'taste profile_mapped_clean_Smoky', 'taste profile_mapped_clean_Spicy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Tortilla')",1
278,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Fruit', 'ingredients mentioned in the flavor names_mapped_clean_Ranch', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Wavy', 'taste profile_mapped_clean_Savory', 'taste profile_mapped_clean_Spicy', 'taste profile_mapped_clean_Sweet', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Tortilla')",1
298,"('ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'multipack or single serving_mapped_clean_Not specified', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one or multiple flavors_mapped_clean_One Flavour', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Thins', 'taste profile_mapped_clean_Sweet', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Pitta')",1
300,"('ingredients mentioned in the flavor names_mapped_clean_Caramel', 'ingredients mentioned in the flavor names_mapped_clean_Chocolate', 'ingredients mentioned in the flavor names_mapped_clean_Fruit', 'ingredients mentioned in the flavor names_mapped_clean_Vanilla', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Thins', 'taste profile_mapped_clean_Salty', 'taste profile_mapped_clean_Sweet', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_On the go')",1
263,"('ingredients mentioned in the flavor names_mapped_clean_BBQ', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_Product Mix', 'taste profile_mapped_clean_Savory', 'textures described_mapped_clean_Crispy', 'types of snack does it describe_mapped_clean_Nuts', 'types of snack does it describe_mapped_clean_Pretzels', 'types of snack does it describe_mapped_clean_Puffs', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Grazing')",1
301,"('ingredients mentioned in the flavor names_mapped_clean_Vanilla', 'one or multiple flavors_mapped_clean_One Flavour', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Bites', 'taste profile_mapped_clean_Sweet', 'textures described_mapped_clean_Crispy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Popped', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_As a treat')",1
